bill_id|title|subject|summary
hr6239-112|To amend the Food and Nutrition Act of 2008 to prevent the payment of cash to recipients of supplemental nutrition assistance for the return of empty bottles and cans used to contain food purchased with benefits provided under such Act.|Agriculture and food|SNAP Fraud Prevention Act of 2012 - Amends the Food and Nutrition Act of 2008 to prohibit the payment of a deposit fee in excess of any state fee reimbursement to recipients of supplemental nutrition assistance (SNAP, formerly known as the food stamp program) for the return of empty bottles and cans used to contain food purchased with SNAP benefits.
hr2699-112|To establish policies and procedures in the Peace Corps to provide for the safety and security of volunteers from rape and sexual assault, and for other purposes.|International affairs|Peace Corps Volunteer Service Improvement Act of 2011 - Requires the Director of the Peace Corps to establish a process for volunteers to make confidential reports of rape or sexual assault. Subjects any Peace Corps volunteer or member who breaches a duty of confidentiality regarding such a report to disciplinary action, including termination. Requires the Director to enter into with the Assistant Secretary of State for Diplomatic Security, and requires the Inspector of the Peace Corps to review, a memorandum of understanding that specifies the duties and obligations of the Peace Corps and the Department of State's Bureau of Diplomatic Security regarding the protection of Peace Corps volunteers and staff members serving in foreign countries. Prohibits the obligation or expenditure of Peace Corps funds for volunteers' invitations for service or to deploy trainees overseas if such agreement has not entered into force within nine months after enactment of this Act, unless the Director certifies that: (1) significant progress is being made toward finalizing such memorandum, and (2) the Peace Corps is using best efforts to provide volunteers with the training, support, and information they need to stay safe. Exempts such Inspector General and officers and employees of the Inspector General's Office from certain length of appointment, reappointment, and reassignment limitations applicable to the Foreign Service. Requires the Director to: (1) annually submit a report on the safety of Peace Corps volunteers; and (2) perform, at least once every three years, a review to evaluate the allocation and delivery of resources across the countries the Peace Corps serves. Requires the Inspector General to perform an audit every five years of Peace Corps implementation of safety and security protocols.
hr1478-112|To amend the Internal Revenue Code of 1986 to provide for S corporation reform, and for other purposes.|Taxation|S Corporation Modernization Act of 2011 - Amends the Internal Revenue Code to revise the tax treatment of S corporations by: (1) permanently reducing from 10 to 5 years the period during which S corporation built-in gains are subject to tax; (2) repealing mandatory termination of S corporation elections for excessive passive investment income; (3) allowing S corporations to increase passive investment income from 25 to 60% without incurring additional tax; (4) allowing nonresident aliens to be potential current beneficiaries of an electing small business trust (ESBT); (5) allowing individual retirement accounts (IRAs) to be S corporation shareholders; (6) allowing ESBTs to claim expanded charitable tax deductions; and (7) making permanent the rule requiring a basis adjustment to stock of an S corporation making charitable contributions of property.
hr4936-112|To extend the temporary suspension of duty on mixtures of benzenesulfonic acid, dodecyl-, with 2- aminoethanol and Poly (oxy-1,2-ethanediyl), alpha-[1-oxo-9- octadecenyl] w-hydroxy-, (9z).|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to extend the temporary suspension of duty on mixtures of benzenesulfonic acid, dodecyl-, with 2- aminoethanol and Poly (oxy-1,2-ethanediyl), -[1-oxo-9- octadecenyl]- w-hydroxy-, (9Z).
hr559-112|To amend the Internal Revenue Code of 1986 to provide an additional year for the extension of the placed in service date for the low-income housing credit rules applicable to the GO Zone.|Taxation|Extends until January 1, 2013, the placed-in-service date for buildings in the Gulf Opportunity (GO) Zone, the Rita GO Zone, or the Wilma GO Zone after which such buildings are eligible for allocations of the low-income housing tax credit.
hr3921-112|To extend temporarily the suspension of duty on Reactive Blue 224.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to extend temporarily the suspension of duty on Reactive Blue 224.
hr4338-112|To amend title 10, United States Code, to expand certain restrictions relating to the overhaul and repair of vessels in foreign shipyards to the Commonwealth of the Northern Mariana Islands.|Armed forces and national security|Prohibits a naval vessel (or any other vessel under the jurisdiction of the Secretary of the Navy) that has its home port in the United States, Guam, or the Commonwealth of the Northern Mariana Islands from being overhauled, repaired, or maintained in a shipyard outside the United States, Guam, or the Commonwealth of the Northern Mariana Islands, except for voyage repairs. (Under current law, the prohibition does not cover a naval vessel with a home port in the Commonwealth of the Northern Mariana Islands.)
hr6492-112|To provide for the establishment, in the Office of Pavement Technology of the Federal Highway Administration, of the position of Recovered Mineral Component Ombudsman.|Transportation and public works|Sustainable, Livable And Green (S.L.A.G.) Highway Construction Act of 2012 - Directs the Secretary of Transportation (DOT) to establish in the Office of Pavement Technology of the Federal Highway Administration the position of Recovered Mineral Component Ombudsman to: (1) act as a liaison between the states and the DOT on federally funded highway projects; (2) encourage states to use recovered mineral component (RMC) to drive down costs and be more environmentally sensitive; and (3) provide information on projects that use RMC, its safety, and training and educational seminars on RMC environmental benefits. Urges the Secretary to amend comprehensive procurement guidelines for federally-funded asphalt and concrete highway projects to include specifications that encourage the use of such RMCs as ground granulated blast furnace slag, blast furnace slag aggregate, and steel furnace slag aggregate. Requires the Director of the Environmental Protection Agency (EPA) to establish standards to ensure that the use of RMCs does not violate the Federal Water Pollution Control Act or any other environmental law.
hr2032-112|To protect the interests of each resident of intermediate care facilities for the mentally retarded in class action lawsuits by federally-funded entities involving such residents and in Department of Justice actions that could result in an agreement to move such a resident from that resident's facility.|Law|Prohibits any entity that receives funds from the federal government from using such funds to file a class action lawsuit involving the residents of an intermediate care facility for the mentally retarded (ICF/MR) unless the resident (or the resident's legal representative), after receiving notice of the proposed class action lawsuit, has the opportunity to elect not to have the action apply to the resident. Directs the Department of Justice (DOJ) to consult with ICF/MR residents among all other interested parties before taking actions (including investigations and actions under the Americans with Disabilities Act and Civil Rights for Institutionalized Persons Act) involving such residents. Permits a resident to intervene in any such DOJ action. Prohibits this Act from requiring a state to include ICFs/MR services as an option under its Medicaid plan under title XIX (Medicaid) of the Social Security Act.
hr796-112|To amend title II of the Social Security Act to ensure that the receipts and disbursements of the Social Security trust funds are not included in a unified Federal budget and to provide that Social Security contributions are used to protect Social Security solvency by mandating that Trust Fund monies cannot be diverted to create private accounts.|Social welfare|Social Security Protection and Truth in Budgeting Act of 2011 - Amends title II (Old Age, Survivors and Disability Insurance) (OASDI) of the Social Security Act to prohibit the receipts and disbursements of the Federal Old-Age and Survivors Insurance Trust Fund and the Federal Disability Insurance Trust Fund (Social Security trust funds) from being included in the federal budget baseline for any fiscal year and from being counted as new budget authority, outlays, receipts, or deficit or surplus for purposes of offsetting any tax decrease or spending increase. Excludes Social Security trust fund receipts and disbursements totals from official Office of Management and Budget (OMB) and Congressional Budget Office (CBO) budget pronouncements. Makes proceeds to the Social Security trust funds from Social Security taxes available solely for OASDI purposes. Prohibits their availability for the establishment or funding of private accounts.
hr5217-112|To suspend temporarily the duty on vibration dampeners.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on vibration dampeners.
hr1485-112|To address the public health and safety threat presented by the risk of catastrophic wildfire on Federal forestlands by requiring the Secretary of Agriculture and the Secretary of the Interior to expedite forest management projects relating to hazardous fuels reduction, forest restoration, forest health, and watershed restoration.|Public lands and natural resources|Catastrophic Wildfire Community Protection Act - Directs the Secretaries of Agriculture (USDA) and the Interior to carry out eligible projects on National Forest System lands and public lands, respectively, which are within or adjacent to at-risk communities or watersheds if the project is consistent with the applicable community wildfire protection plan. Requires eligible projects on such lands to be carried out in a cost-effective manner that focuses on surface, ladder, and canopy fuels reduction activities or implements forest restoration activities in response to extreme weather events or natural disasters. Requires the Secretaries to prepare an environmental assessment or an environmental impact statement pursuant to the National Environmental Policy Act of 1969 for each proposed eligible project and evaluate and consider an alternative recommendation if a project is or may be inconsistent with its community wildfire protection plan. Requires administrative and judicial review of eligible projects in accordance with the Healthy Forests Restoration Act of 2003.
hr5819-112|To suspend temporarily the duty on certain suspension system stabilizer bars.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on certain suspension system stabilizer bars.
hr5025-112|To extend the temporary suspension of duty on trifluralin.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to extend the temporary suspension of duty on trifluralin.
hr2200-112|To limit assistance to Honduras unless the President certifies to Congress that the Government of Honduras has settled all outstanding expropriation claims brought by United States companies against the Government of Honduras.|International affairs|Limits fiscal year assistance to Honduras unless the President certifies to Congress for such fiscal year that the government of Honduras has settled all outstanding expropriation claims brought by U.S. companies against the government of Honduras.
hr5441-112|To suspend temporarily the rate of duty on formulations of [3-(4,5-dihydro-1,2-oxazol-3-yl)-4-mesyl-o-tolyl](5-hydroxy- 1-methylpyrazol-4-yl)methanone.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to temporarily suspend the duty on formulations of [3-(4,5-dihydro-1,2-oxazol-3-yl)-4-mesyl-o-tolyl](5-hydroxy-1-methylpyrazol-4-yl)methanone.
hr4593-112|To extend the suspension of duty on acetyl chloride.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to extend the suspension of duty on acetyl chloride.
hr2664-112|To reauthorize the Water Desalination Act of 1996, and for other purposes.|Water resources development|Reauthorization of Water Desalination Act of 2011 - Directs the Secretary of the Interior to operate, manage, and maintain facilities to carry out research, development, and demonstration activities to develop technologies and methods that promote brackish groundwater desalination as a viable method to increase water supply in a cost-effective manner. Includes among such activities: (1) the development of renewable energy technologies for integration with desalination technologies to reduce the capital and operation costs, and minimize the environmental impacts, of desalination and to increase public acceptance of desalination as a viable water supply process; (2) research regarding various desalination processes, including reverse and forward osmosis technologies; (3) the development of innovative methods and technologies to reduce the volume and cost of desalination concentrated wastes in an environmentally sound manner; (4) an outreach program to create partnerships with states, academic institutions, private entities, local public agencies, and other appropriate organizations to conduct research, development, and demonstration activities, including the establishment of rental and other charges to provide revenue to help offset the costs of operating and maintaining the facility; and (5) an outreach program to educate the public on desalination and renewable energy technologies and the benefits of using water in an efficient manner. Directs the Secretary to conduct demonstration projects to: (1) develop new water and energy technologies with widespread applicability; and (2) create new supplies of usable water for municipal, agricultural, industrial, or environmental purposes. Authorizes appropriations through FY2016 to carry out the Water Desalination Act of 1996.
hr3584-112|To authorize the United States Postal Service to co-locate post offices at retail facilities and municipal buildings, and for other purposes.|Government operations and politics|Community Postal Service Preservation and Cost Savings Act - Requires the U.S. Postal Service (USPS), in considering whether to close or consolidate a post office, to review and consider whether such post office can be co-located at a retail facility or municipal building within one mile of such post office.
hr2456-112|To establish the Fort Monroe National Historical Park in the Commonwealth of Virginia, and for other purposes.|Public lands and natural resources|Fort Monroe National Historical Park Establishment Act - Establishes the Fort Monroe National Historical Park as a unit of the National Park System in Virginia. Authorizes the Secretary of the Interior to enter into cooperative agreements with the Commonwealth of Virginia or any other party under which the Secretary may identify, interpret, and provide assistance for the preservation of non-federal properties within the boundary of the Park and the historic area. Encourages the Secretary to explore the feasibility of a partnership agreement with the Fort Monroe Foundation to benefit the preservation and interpretation of resources within the Park. Authorizes the Secretary to provide technical assistance and public interpretation of natural, historic, and cultural resources within the historic area, as well as at any sites in close proximity to the Park outside of such area that are related to events or persons associated with Fort Monroe, including encampments and cemeteries of formerly enslaved persons freed at Fort Monroe during the Civil War. Allows the Secretary to provide for the coordination of interpretation between the Park and the Captain John Smith Chesapeake National Historic Trail for any resources within the Park that may relate to the Trail. Directs the Secretary and the Secretary of Homeland Security (DHS) to enter into an interagency agreement for the long-term protection and public interpretation of the Old Point Comfort Lighthouse. Requires the Secretary to complete a management plan for the Park.
hr5673-112|To extend the temporary suspension of duty on Reactive Blue 235.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to extend the temporary suspension of duty on Reactive Blue 235.
hr1015-112|To provide for the honorary promotion of Charles Young to the grade of brigadier general in the United States Army.|Armed forces and national security|Authorizes the President to issue an honorary commission of brigadier general to Colonel Charles Young, U.S. Army.
hr908-112|To extend the authority of the Secretary of Homeland Security to maintain the Chemical Facility Anti-Terrorism Standards program.|Emergency management|Full Implementation of the Chemical Facility Anti-Terrorism Standards Act - Amends the Department of Homeland Security Appropriations Act, 2007 to extend until October 4, 2018, the authority of the Secretary of Homeland Security (DHS) to issue interim final regulations establishing risk-based performance standards for security of chemical facilities and requiring vulnerability assessments and the development and implementation of site security plans for such facilities. Exempts an individual holding a valid transportation security card from a security background check under such standards. Directs the Secretary to determine, on an ongoing basis, whether alternate security background checks conducted by the Secretary are sufficient to meet the requirements of such standards. Allows the owner or operator of a chemical facility subject to such regulations to permit an individual holding a valid transportation security card or who has passed a qualifying alternate security background check to have access to restricted areas or critical assets of such facility without the satisfaction of any other additional requirements imposed by the Secretary.
hr1829-112|To provide for the eradication and control of nutria.|Environmental protection|"Nutria Eradication and Control Act of 2011 - Amends the Nutria Eradication and Control Act of 2003 to revise the nutria eradication program by authorizing the Secretary of the Interior to provide financial assistance to Delaware, Louisiana, Maryland, North Carolina, Oregon, Virginia, and Washington (currently only to Maryland and Louisiana). Establishes the goals of such Program as: (1) eradicating nutria in Maryland; (2) eradicating or controlling nutria in Louisiana, Delaware, North Carolina, Oregon, Virginia, and Washington; and (3) restoring wetlands damaged by nutria. Requires that the Maryland program consist of management, research, and public education activities carried out in accordance with the United States Fish and Wildlife Service's document entitled ""Eradication Strategies for Nutria in the Chesapeake and Delaware Bay Watersheds"" dated March 2002 and updated in March 2009. Authorizes appropriations for FY2012-FY2016. Requires the Secretary and the National Invasive Species Council to develop long-term nutria control or eradication programs to: (1) significantly reduce and restore nutria damaged wetlands in Delaware, Oregon, North Carolina, Virginia, and Washington; and (2) promote voluntary, public-private partnerships to eradicate or control nutria and restore nutria-damaged wetlands in such states."
hr4567-112|To suspend temporarily the duty on Oxalic acid, dimethyl ester (DMO).|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on Oxalic acid, dimethyl ester (DMO).
hr134-112|To amend the Internal Revenue Code to make permanent the credit for increasing research activities.|Taxation|Amends the Internal Revenue Code to make the tax credit for increasing research activities permanent.
hr6230-112|"To amend title II of the Elementary and Secondary Education Act of 1965 to establish a Federal ""Grow Your Own Teacher"" program, and for other purposes."|Education|"Grow Your Own Teacher Act - Amends the Elementary and Secondary Education Act of 1965 to direct the Secretary of Education to establish a Grow Your Own Teacher program making competitive grants to eligible entities to train and employ certain individuals in hard-to-staff schools or teaching positions. Defines an ""eligible entity"" as a consortium consisting of a local educational agency (LEA) that receives school improvement funds under part A of title I of the Act and an institution of higher education that offers a state-accredited teacher certificate program. Requires the grant to be used to: (1) train certain individuals who received a high school diploma from a participating LEA to be teachers, including by having them observe and work with a veteran teacher in a classroom for at least one year; (2) employ such individuals in hard-to-staff schools and teaching positions in such LEA, with priority given to teaching positions in mathematics, science, special education, world languages, and English as a second language; and (3) employ such individuals in a manner that reduces the divergence between the racial diversity of teachers and of students. Authorizes the Secretary to forgive the student loans incurred by training program participants who have been employed as teachers in hard-to-staff schools or teaching positions."
hr3742-112|"To designate the United States courthouse located at 100 North Church Street in Las Cruces, New Mexico, as the ""Edwin L. Mechem United States Courthouse""."|Government operations and politics|"Designates the U.S. courthouse located at 100 North Church Street in Las Cruces, New Mexico, as the ""Edwin L. Mechem United States Courthouse."""
hr2690-112|To amend title 40, United States Code, to direct the Inspector General of the Department of Transportation to conduct an annual independent financial audit of the Union Station Redevelopment Corporation, and for other purposes.|Transportation and public works|Directs the Inspector General of the Department of Transportation (DOT) to conduct an annual audit of the financial statements of the Union Station Redevelopment Corporation.
hr6002-112|To amend the FAA Modernization and Reform Act of 2012 with respect to maintenance providers, and for other purposes.|Transportation and public works|Airline Maintenance Safety Act of 2012 - Amends the FAA Modernization and Reform Act of 2012 to prescribe an additional requirement that a maintenance provider authorized to approve the return to service of aircraft or aircraft parts may perform regularly scheduled maintenance and inspections outside the United States on domestic passenger aircraft only if the provider: (1) is able to read, write, speak, and understand the English language; and (2) holds an airmen certificate (other than flight crew members).
hr3570-112|To promote ocean and human health and for other purposes.|Public lands and natural resources|"Oceans and Human Health Reauthorization Act of 2011 - Expands the interagency oceans and human health research program established under the Oceans and Human Health Act to: (1) direct the President, through the National Science and Technology Council (NSTC), to deliver information, products, and services to reduce public health risks and enhance health benefits from the ocean; and (2) include within the term ""oceans"" the Great Lakes and related coastal areas. Directs the NSTC, through the Director of the Office of Science and Technology Policy, to submit to Congress, within 2 years after enactment of this Act and every 10 years thereafter, an update of the 2007 Interagency Oceans and Human Health Research Implementation Plan that defines the roles of specified federal agencies to avoid duplication of activities. Adds monitoring, surveillance, forecasting, mitigation, prevention, and outreach goals to federal research priorities. Extends the program's scope to atmospheric and biological sciences, food-borne diseases, corals, shellfish, and marine ecosystem and animal health predictive models. Authorizes coordination with interagency working groups of the Subcommittee on Ocean Science and Technology, through the NSTC, to monitor and reduce marine public health problems, including climate change. Authorizes development of new technologies for detecting and reducing hazards to human health from ocean sources. Requires the Secretary of Commerce to establish an Oceans and Human Health Program to coordinate and implement research and activities of the National Oceanic and Atmospheric Administration (NOAA). Revises the mission and scope of NOAA centers of excellence."
hr1227-112|To prohibit Fannie Mae and Freddie Mac from offering any new products during the term of any conservatorship or receivership of such enterprises.|Housing and community development|GSE Risk and Activities Limitation Act of 2011 - Amends the Housing and Community Development Act of 1992 to prohibit the Director of the Federal Housing Finance Agency from approving any new products of the Federal National Mortgage Association (Fannie Mae) or the Federal Home Loan Mortgage Corporation (Freddie Mac) (Government-sponsored enterprises or GSEs) during any term of conservatorship or receivership.
hr5687-112|To extend the temporary suspension of duty on Pigment Red 185.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to extend the temporary suspension of duty on Pigment Red 185.
hr306-112|To direct the Secretary of the Interior to enter into an agreement to provide for management of the free-roaming wild horses in and around the Currituck National Wildlife Refuge.|Public lands and natural resources|Corolla Wild Horses Protection Act - Directs the Secretary of the Interior to enter into an agreement with the Corolla Wild Horse Fund, Currituck County, and the state of North Carolina to provide for the management of free-roaming wild horses in and around the Currituck National Wildlife Refuge. Requires that such agreement: (1) allow a herd of no more than 130 free-roaming wild horses in and around the Refuge; (2) provide for cost-effective management of such horses; and (3) provide for the introduction of a small number of free-roaming wild horses from the herd at Cape Lookout National Seashore as is necessary to maintain the genetic viability of the herd in and around the Refuge; and (4) specify that the Corolla Wild Horse Fund shall pay certain costs associated with the health, maintenance, removal, and placement of such horses. Bars the Secretary from excluding free-roaming wild horses from any part of the Currituck National Wildlife Refuge unless: (1) it is found that the presence of such horses on a part of the Refuge threatens the survival of an endangered species for which such land is designated as critical habitat, (2) such finding is based on a peer-reviewed scientific assessment, and (3) a period of public notice and comment is provided on such finding. Prohibits the removal of any horse from the Seashore for introduction at the Refuge, except with the approval of the Foundation for Shackleford Horses Inc. and consistent with the memorandum of understanding between the National Park Service (NPS) and the Foundation and the management plan for the Shackleford Banks Horse Herd. Prohibits anything in this Act from being construed as creating liability of the United States for any damages caused by the free-roaming wild horses to any person or property located inside or outside the boundaries of the Refuge.
hr4755-112|To extend the temporary suspension of duty on Disperse Yellow 42.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to extend the temporary suspension of duty on Disperse Yellow 42.
hr6466-112|To amend title XVIII of the Social Security Act to exempt certain hospice programs from the limitation applicable to payments for hospice care under the Medicare program, and for other purposes.|Health|Amends title XVIII (Medicare) of the Social Security Act to exempt from the cap on payments for hospice care any care furnished on or after November 1, 2004, under the Medicare program by a qualified hospice program. Qualifies a hospice program under this Act if: (1) at least 50% of the shares of its common stock are owned by a minority individual or group of minority individuals (African-Americans, American Indians, Asian-Americans, or Latin-Americans), and (2) at least 75% of the individuals electing to participate in the program reside in a county or parish half of whose population consists of minority individuals or for which the average per capita income is the lowest quantile of counties in the state in which the hospice program is located. Directs the Secretary of Health and Human Services (HHS) to recalculate and reconcile payments under part A (Hospital Insurance) of the Medicare program for qualified hospice care furnished between November 1, 2004, and the date of enactment of this Act if the current cap was applied.
hr3928-112|To suspend temporarily the duty on 1H-Xantheno.|Foreign trade and international finance|Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on 1H-Xantheno.
hr3114-112|To provide grants for Civic Justice Corps programs for court-involved, previously incarcerated, and otherwise disadvantaged youth and young adults.|Labor and employment|Civic Justice Corps Act of 2011 - Directs the Attorney General to award three-year Civic Justice Corps grants to national nonprofit organizations (national intermediaries) that have experience in developing and administering programs to deliver education and work experience to court-involved, formerly incarcerated, and otherwise disadvantaged youth and young adults between the ages of 16 and 25.  Requires such organizations to develop, implement, and collect data from Civic Justice Corps programs administered by at least nine local subgrantees in diverse geographic locations.  Requires national intermediaries and subgrantees to submit annual reports on performance measures of participant progress.
hr1643-112|To amend title 40, United States Code, to direct the Administrator of General Services to incorporate bird-safe building materials and design features into public buildings, and for other purposes.|Government operations and politics|Federal Bird-Safe Buildings Act of 2011 - Requires each public building constructed, altered, or acquired by the Administrator of General Services (GSA) to incorporate bird-safe building materials and design features. Directs the Administrator to: (1) incorporate such materials and features into existing public buildings, and (2) address the impacts of interior and exterior lighting on native bird species.
hr762-112|To transform neighborhoods of extreme poverty by revitalizing distressed housing, to reform public housing demolition and disposition rules to require one for one replacement and tenant protections, to provide public housing agencies with additional resources and flexibility to preserve public housing units, and to create a pilot program to train public housing residents to provide home-based health services.|Housing and community development|Public Housing Reinvestment and Tenant Protection Act of 2011 - Choice Neighborhoods Initiative Act of 2011 - Requires the Secretary of Housing and Urban Development (HUD) to make competitive grants to local governments, public housing agencies (PHAs), or nonprofit entities owning a major housing project to implement transformational programs in eligible neighborhoods with a concentration of extreme poverty and severely distressed housing. Public Housing One-for-One Replacement and Tenant Protection Act of 2011 - Amends the United States Housing Act of 1937 with respect to: (1) demolition, disposition, or both pursuant to conversion of any public housing unit; and (2) the taking of public housing units through the use of eminent domain. Exempts from specified requirements for demolition and disposition of public housing any public housing projects removed from a PHA inventory under the program for conversion of demolished or distressed public housing dwelling units to tenant-based assistance. Public Housing Preservation and Rehabilitation Act of 2011 - Authorizes the Secretary to guarantee notes or other obligations issued by PHAs to finance: (1) the rehabilitation of PHA public housing; (2) the modernization of such housing through energy efficiency improvements; or (3) the construction, rehabilitation, purchase, or conversion of public housing units to replace any demolished, disposed of, or converted. Prescribes requirements for PHAs that utilize housing tax credits under the Internal Revenue Code for rental housing units. Removes a specified limitation on the use of amounts from the public housing Capital Fund or Operation Fund by a PHA to construct new public housing units. Permits a PHA to use amounts from the Capital Fund for public housing units not included in the regular formula for determining the amount of assistance, subject to certain conditions. Authorizes the Secretary to make grants to PHAs for conversion of public housing projects to assisted living facilities or service-enriched housing for elderly persons. Allows PHAs that own or operate fewer than 500 public housing units to elect to be exempt from any asset management requirement imposed by the Secretary. Together We Care Act of 2011 - Requires the Secretary to establish a competitive grant pilot program for eligible entities to train public housing residents as home health aides and as providers of home-based health services for residents of public housing or federally-assisted rental housing who are elderly, disabled, or both.
hr4331-112|To respond to the extreme fire hazard and unsafe conditions resulting from pine beetle infestation, drought, disease, or storm damage by declaring a state of emergency and directing the Secretary of Agriculture to immediately implement hazardous fuels reduction projects in the manner provided in title I of the Healthy Forests Restoration Act of 2003, and for other purposes.|Public lands and natural resources|National Forest Emergency Response Act - Declares that the fire hazard and human endangerment in national forests to be designated by the Secretary of Agriculture constitute emergency circumstances. Directs the Secretary to designate (for up to 10 years) at least one national forest in each state that is experiencing conditions that constitute emergency circumstances due to pine beetle infestation, drought, disease, or storm damage and the resulting imminent risk of devastating wildfire that poses significant threat to the economic stability of surrounding areas and the health, safety, and well-being of residents, firefighters, and visitors. Makes provisions of the Healthy Forests Restoration Act regarding hazardous fuel reduction on federal land (including environmental analysis requirements, the special administrative review process, and the judicial review process) applicable to all Forest Service projects and activities implementing the land and resource management plan developed for the designated national forests during the term of the emergency circumstances, subject to specified modifications by the Secretary. Requires a project conducted in a designated national forest under this Act that comprises less than 10,000 acres (with exceptions, including components of the National Wilderness Preservation System, any federal land on which the removal of vegetation is restricted or prohibited by Act of Congress or presidential proclamation, or a congressionally designated wilderness study area) to be considered an action categorically excluded from the requirements for an environmental assessment or an environmental impact statement. Prohibits a U.S. court from issuing any restraining order, preliminary injunction, or injunction pending appeal regarding any decision to engage in remedial action or to prepare, advertise, offer, award, or operate a timber sale in a designated forest. Authorizes the Secretary to enter into a cooperative agreement or contract with a state forester to provide forest, rangeland, and watershed restoration and protection services on national forest system land in that state.
hr1471-112|To prevent Government shutdowns by providing for the automatic continuation of Federal funding during a lapse in appropriations.|Economics and public finance|Stop Government Shutdowns Act - Appropriates amounts for continuing federal projects and activities at the current rate for operations and under the authority and conditions provided in the applicable appropriation Act or Acts that provided funds for them for the previous fiscal year if, as a result of a failure to enact a regular or continuing appropriation Act or joint resolution, there is a lapse in appropriations for such projects or activities. Makes appropriations, funds, and authority granted in this Act available until the earliest of: (1) the enactment into law of an appropriation for the project or activity concerned, (2) the enactment into law of the applicable appropriation Act for such fiscal year without any provision for such project or activity, or (3) the last day of the fiscal year for which such appropriations and funds are made available or such authority is granted for such project or activity. Prohibits appropriations or funds made available or authority granted pursuant to this Act from being used to initiate or resume any project or activity for which appropriations, funds, or other authority were not available during the previous fiscal year. Authorizes the use of appropriations or funds made available or authority granted without regard to specified time limitations for submission and approval of apportionments requirements; but declares that nothing in this Act may be construed to waive any other provision of law governing the apportionment of funds. Prescribes requirements for: (1) denial of high rates for operation or complete distribution of appropriations in the lapsed-appropriations period, (2) the most limited funding action for continuation of projects and activities, and (3) apportionment of funds for civilian personnel compensation and benefits as necessary to avoid furloughs. Prohibits any decrease in the pay for members of the Armed Forces during a lapsed-appropriations period. Requires expenditures made pursuant to this Act to be charged to the applicable appropriation, fund, or authorization whenever an appropriations bill is subsequently enacted into law. Continues at a specified maintenance rate, through the date on which appropriations for such programs under this Act expires, certain activities with respect to entitlements and other mandatory payments whose budget authority was provided in previous appropriations Acts, as well as for activities under the Food and Nutrition Act of 2008.
hr4103-112|To amend title 10, United States Code, to provide for certain requirements relating to the retirement, adoption, care, and recognition of military working dogs, and for other purposes.|Armed forces and national security|Canine Members of the Armed Forces Act - Directs the Secretary of Defense (DOD) to classify military working dogs as canine members of the Armed Forces. Requires that such dogs no longer be classified as equipment. Provides that if a dog should be retired, and no suitable adoption is available at the military facility where the dog is located, the dog may transferred to the 341st Training Squadron or to another location for adoption. Authorizes the acceptance of the donation of frequent traveler miles to facilitate the adoption of a dog. Directs the Secretary to establish and maintain a system to provide for the lifetime veterinary care of retired, adopted dogs. Requires the Secretary to administer the system under a contract awarded by the Secretary to a private non-profit entity. Requires such care to meet standards that the Secretary shall establish and periodically update. Requires any costs of the operation and administration of the system and of any veterinary care provided under the system to be covered by such combination of the following as the Secretary and the non-profit entity jointly consider appropriate: (1) contributions from the non-profit entity, (2) payments for such care by owners or guardians of such dogs, and (3) other appropriate non-federal sources of funds. Prohibits the use of federal funds to provide care or operate the system, except for funds used to establish or administer the system, establish standards of care, or prescribe related regulations. Directs the Secretary to create a decoration or other appropriate recognition to recognize dogs that are killed in action or perform an exceptionally meritorious or courageous act in service to the United States.
hr550-112|To amend the Lower Rio Grande Valley Water Resources Conservation and Improvement Act of 2000 to authorize additional projects and activities under that Act, and for other purposes.|Water resources development|Lower Rio Grande Valley Water Resources Conservation and Improvement Act of 2011 - Amends the Lower Rio Grande Valley Water Resources Conservation and Improvement Act of 2000 to authorize specified additional projects, including projects for water conservation and improvement in Cameron, Hidalgo, Willacy, Hudspeth, and El Paso counties, Texas.Permits each project that the Secretary of the Interior, acting through the Commissioner of the Bureau of Reclamation, conducts or participates in to include: (1) the replacement of irrigation canals and lateral canals with buried pipelines; (2) the impervious lining of irrigation canals and lateral canals; (3) the installation of water level, flow measurement, pump control, and telemetry systems; (4) the renovation and replacement of pumping plants; and (5) other activities that will result in water conservation or an improved water supply.
